name,latitude,longitude,address,tags
Bongiorno's Cucina Italiana & Pizzeria,41.8897038,-87.6259049,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '405', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'pizza;italian', 'name': ""Bongiorno's Cucina Italiana & Pizzeria"", 'opening_hours': 'Mo-Sa 10:00-22:00; Su 12:00-21:00', 'phone': '+1-312-755-1255', 'website': 'http://www.bongiornoschicago.com/'}"
Burger Bar Chicago - South Loop,41.867869,-87.624376,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:country': 'US', 'addr:housenumber': '1150', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'cuisine': 'burger', 'name': 'Burger Bar Chicago - South Loop', 'phone': '+1-312-988-0162', 'website': 'https://burgerbarchicago.com/'}"
Ajida,41.8858587,-87.6337936,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:country': 'US', 'addr:housenumber': '201', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'cuisine': 'japanese', 'name': 'Ajida', 'takeaway': 'yes', 'wheelchair': 'yes'}"
Pinstripes,41.8909495,-87.6162491,"East Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '435', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Illinois Street', 'amenity': 'restaurant', 'name': 'Pinstripes', 'opening_hours': '11:30-23:00', 'phone': '+1-312-527-3010', 'takeaway': 'yes', 'website': 'https://pinstripes.com/chicago-illinois/', 'wheelchair': 'limited'}"
Salonica,41.7916126,-87.5901224,"East 57th Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1440', 'addr:postcode': '60637', 'addr:state': 'IL', 'addr:street': 'East 57th Street', 'amenity': 'restaurant', 'name': 'Salonica'}"
Cedars Mediterranean Kitchen,41.7999989,-87.5961219,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1206', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'cuisine': 'mediterranean', 'name': 'Cedars Mediterranean Kitchen', 'opening_hours': 'Mo-Su 11:00-21:00, Fr-Sa 11:00-22:00', 'website': 'https://www.eatcedars.com/'}"
Nando's,41.799405,-87.5899259,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1447', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'brand': ""Nando's"", 'brand:wikidata': 'Q3472954', 'cuisine': 'chicken;portuguese', 'name': ""Nando's"", 'website': 'https://www.nandosperiperi.com/find/hyde-park/'}"
Rajun Cajun,41.799425,-87.5895057,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1459', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'cuisine': 'indian', 'name': 'Rajun Cajun', 'opening_hours': 'Mo-Sa 11:00-20:00', 'phone': '7739551145', 'website': 'https://www.rajuncajunhp.com', 'website:menu': 'https://www.rajuncajunhp.com/menus'}"
Chant,41.7993874,-87.5886383,"East 53rd Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1509', 'addr:postcode': '60615', 'addr:state': 'IL', 'addr:street': 'East 53rd Street', 'amenity': 'restaurant', 'cuisine': 'asian', 'name': 'Chant'}"
Lyfe Kitchen,41.8935736,-87.6205048,"N/A, N/A","{'amenity': 'restaurant', 'name': 'Lyfe Kitchen'}"
Kanela Breakfast Club,41.8912617,-87.6149427,"East Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '502', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Illinois Street', 'amenity': 'restaurant', 'name': 'Kanela Breakfast Club', 'phone': '+1-312-380-0071', 'website': 'http://www.kanelabreakfastclub.com/', 'wheelchair': 'yes'}"
Niu Japanese Fusion,41.8912044,-87.6187447,"N/A, N/A","{'amenity': 'restaurant', 'cuisine': 'japanese', 'name': 'Niu Japanese Fusion'}"
The Dearborn,41.8842027,-87.6292577,"North Dearborn Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '145', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'North Dearborn Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'The Dearborn', 'opening_hours': 'Mo 11:00-22:00; Tu-Th 11:00-23:00; Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:00', 'phone': '+1-312-384-1242', 'website': 'https://www.thedearborntavern.com/'}"
Tortoise Supper Club,41.8887672,-87.6283097,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '350', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'cuisine': 'american', 'internet_access': 'wlan', 'name': 'Tortoise Supper Club', 'opening_hours': 'Tu-Th 16:30-21:00; Fr,Sa 17:00-22:00', 'outdoor_seating': 'no', 'phone': '+1-312-755-1700', 'website': 'https://www.tortoisesupperclub.com/'}"
The Kitchen,41.8879048,-87.6312178,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '316', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'The Kitchen', 'opening_hours': 'Mo-Su 11:00-22:00', 'phone': '+1-312-836-1300', 'website': 'https://www.thekitchen.com/location/the-kitchen-bistros-chicago/'}"
Cafecito,41.8758316,-87.6262874,"East Ida B. Wells Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '26', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'East Ida B. Wells Drive', 'amenity': 'restaurant', 'name': 'Cafecito', 'phone': '+1-312-922-2233', 'website': 'http://www.cafecitochicago.com/'}"
Shaw’s Crab House,41.8898798,-87.6271532,"East Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '21', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Hubbard Street', 'amenity': 'restaurant', 'name': 'Shaw’s Crab House', 'phone': '+1-312-527-2722', 'website': 'http://shawscrabhouse.com/chicago/', 'wikidata': 'Q6533864', 'wikipedia': 'en:Lettuce Entertain You Enterprises'}"
P.F. Chang's,41.8918574,-87.626919,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '530', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'brand': ""P.F. Chang's"", 'brand:wikidata': 'Q5360181', 'cuisine': 'asian', 'name': ""P.F. Chang's"", 'name:en': ""P.F. Chang's"", 'official_name': ""P.F. Chang's China Bistro""}"
Old Crow Smokehouse - River North,41.8890598,-87.6331472,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '149', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'barbecue', 'name': 'Old Crow Smokehouse - River North', 'opening_hours': 'Su-Th 11:00-00:00; Fr 11:00-02:00; Sa 11:00-03:00', 'phone': '+1-773-348-8899', 'website': 'https://oldcrowsmokehouse.com/'}"
Acanto,41.8815293,-87.624671,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '18', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'name': 'Acanto', 'phone': '+1-312-578-0763', 'website': 'https://www.acantochicago.com/'}"
Seven Lions,41.8783913,-87.6250859,"South Michigan Avenue, N/A","{'addr:housenumber': '130', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'name': 'Seven Lions', 'website': 'https://sevenlionschicago.com/'}"
The Gage,41.8812422,-87.6246693,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '24', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'The Gage', 'opening_hours': 'Mo 11:00-00:00; Tu-We 11:00-02:00; Th 11:00-00:00; Fr 11:00-02:00; Sa 10:00-02:00; Su 10:00-00:00', 'phone': '+1-312-372-4243', 'website': 'https://www.thegagechicago.com/'}"
Rosebud Prime,41.8814165,-87.6289457,"N/A, N/A","{'amenity': 'restaurant', 'cuisine': 'steak_house', 'name': 'Rosebud Prime', 'name:en': 'Rosebud Prime'}"
Xurro,41.8914743,-87.6068822,"East Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '600', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Grand Avenue', 'amenity': 'restaurant', 'contact:yelp': 'https://www.yelp.com/biz/porkchop-bbq-chicago-2', 'cuisine': 'mexican', 'name': 'Xurro', 'website': 'https://www.churrofactory.com/'}"
Riva Crabhouse,41.891302,-87.6046487,"East Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '700', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Grand Avenue', 'amenity': 'restaurant', 'contact:tripadvisor': 'https://www.tripadvisor.com/ShowUserReviews-g35805-d142948-r243048173-Navy_Pier-Chicago_Illinois.html', 'contact:yelp': 'https://www.yelp.com/biz/riva-chicago', 'cuisine': 'seafood', 'name': 'Riva Crabhouse', 'phone': '+1-312-644-7482', 'website': 'https://www.rivanavypier.com/'}"
Brightwok Kitchen,41.8794015,-87.6267766,"East Adams Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '21', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'East Adams Street', 'amenity': 'restaurant', 'cuisine': 'asian', 'name': 'Brightwok Kitchen', 'opening_hours': 'Mo-Fr 11:00-20:00; Sa 11:30-20:00', 'phone': '+1-312-583-0729', 'website': 'https://brightwok.com/'}"
River Roast,41.8879519,-87.63228,"North La Salle Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '315', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North La Salle Drive', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'River Roast', 'name:en': 'River Roast', 'opening_hours': 'Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-21:00', 'phone': '+1-312-822-0100', 'website': 'https://www.riverroastchicago.com/', 'wheelchair': 'yes'}"
Xi'an Cuisine,41.8526469,-87.6330884,"West Cermak Road, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '225', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'West Cermak Road', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': ""Xi'an Cuisine"", 'phone': '+1-312-326 3171', 'website': 'https://www.xiancuisinechicago.com/'}"
Remington’s,41.8826989,-87.624719,"North Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '20', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'North Michigan Avenue', 'amenity': 'restaurant', 'cuisine': 'steak_house;american', 'name': 'Remington’s', 'outdoor_seating': 'yes', 'phone': '+1-312-782-6000', 'takeaway': 'yes', 'website': 'https://www.remingtonschicago.com/'}"
Union Sushi + Barbeque Bar,41.8941897,-87.6353895,"West Erie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '230', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Erie Street', 'amenity': 'restaurant', 'cuisine': 'sushi;barbecue', 'name': 'Union Sushi + Barbeque Bar', 'opening_hours': 'Mo-Fr 11:30-14:00; Mo-Th 17:00-22:00; Fr-Sa 17:00-23:00; Su 17:00-21:00', 'phone': '+1-312-662-4888', 'website': 'https://eatatunion.com/'}"
TGI Fridays,41.8940111,-87.6234149,"East Erie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '153', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Erie Street', 'amenity': 'restaurant', 'brand': 'TGI Fridays', 'brand:wikidata': 'Q1524184', 'cuisine': 'american', 'name': 'TGI Fridays', 'name:en': 'TGI Fridays', 'website': 'https://locations.tgifridays.com/il/chicago/153-e-erie-st.html'}"
Ryo Sushi,41.8822253,-87.62549,"East Madison Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '62', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'East Madison Street', 'amenity': 'restaurant', 'cuisine': 'sushi;japanese', 'delivery': 'yes', 'name': 'Ryo Sushi', 'opening_hours': 'Mo-Sa 10:00-22:00; Su 11:00-21:30', 'outdoor_seating': 'yes', 'takeaway': 'yes'}"
Cocoro Restaurant,41.8944222,-87.6343649,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '668', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'check_date': '2023-08-03', 'cuisine': 'japanese;sushi', 'name': 'Cocoro Restaurant', 'opening_hours': 'Mo-Fr 11:30-14:00; Mo-Sa 17:30-22:00', 'phone': '+1-312-943-2220', 'website': 'https://www.cocorosushi.com/', 'wheelchair': 'yes'}"
Honeyberry Cafe,41.8703317,-87.6272526,"South State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '901', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South State Street', 'amenity': 'restaurant', 'name': 'Honeyberry Cafe', 'outdoor_seating': 'yes', 'phone': '+1 312-583-0333'}"
GT Fish & Oyster,41.8917392,-87.6337796,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '531', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'cuisine': 'seafood;tapas', 'name': 'GT Fish & Oyster', 'opening_hours': 'Su-Th 17:00-22:00; Tu-Fr 11:30-14:30; Sa-Su 10:00-14:30; Sa 16:30-23:00', 'phone': '+1-312-929-3501', 'website': 'https://www.gtoyster.com/'}"
Sunda,41.8909642,-87.6316624,"West Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '110', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Illinois Street', 'amenity': 'restaurant', 'cuisine': 'sushi;asian', 'name': 'Sunda', 'opening_hours': 'Mo-We 11:30-23:00; Fr 11:30-00:00; Sa-Su 10:30-15:00; Sa 16:00-00:00; Su 16:00-23:00', 'phone': '+1-312-644-0500', 'website': 'https://sundachicago.com/'}"
Bavette's Bar & Boeuf,41.889285,-87.6348919,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '218', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'fine_dining;steak_house', 'name': ""Bavette's Bar & Boeuf"", 'opening_hours': 'Mo-Th 16:00-22:30; Fr-Sa 15:00-23:00; Su 15:00-22:30', 'phone': '+1-312-624-8154', 'website': 'http://bavetteschicago.com'}"
RPM Italian,41.8910437,-87.6299745,"West Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '52', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Illinois Street', 'amenity': 'restaurant', 'cuisine': 'italian;fine_dining', 'name': 'RPM Italian', 'opening_hours': 'Mo-Th 16:00-23:00; Fr 16:00-00:00; Sa 15:00-00:00; Su 12:00-23:00', 'phone': '+1-312-222-1888', 'website': 'http://rpmrestaurants.com/rpmitalian/chicago/'}"
Mediterranean Kitchen,41.8830226,-87.6343493,"West Washington Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '219', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'West Washington Street', 'amenity': 'restaurant', 'cuisine': 'mediterranean', 'name': 'Mediterranean Kitchen'}"
Saucy Porka,41.7952195,-87.5970509,"East 55th Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1164', 'addr:postcode': '60615', 'addr:street': 'East 55th Street', 'amenity': 'restaurant', 'cuisine': 'asian;latin_american', 'name': 'Saucy Porka', 'phone': '+1 773 891 0429'}"
Flora Fauna,41.8905935,-87.6285195,"West Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '11', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Illinois Street', 'amenity': 'restaurant', 'cuisine': 'mexican;caribbean;asian', 'name': 'Flora Fauna', 'opening_hours': 'Tu-Th 17:00-22:00; Fr 11:30-14:00,17:00-23:00; Sa 10:00-14:00,17:00-23:00; Su 10:00-14:00,17:00-22:00', 'phone': '+1-312-624-9276', 'website': 'http://www.florafaunachicago.com/'}"
Smoque BBQ - The Sterling Food Hall,41.879657,-87.6301958,"South Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '125', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'South Clark Street', 'amenity': 'restaurant', 'cuisine': 'barbecue', 'name': 'Smoque BBQ - The Sterling Food Hall', 'phone': '+1- 773-770-6232', 'website': 'https://www.smoquebbq.com/'}"
Freshii,41.8846002,-87.6342567,"West Randolph Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '200', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'West Randolph Street', 'amenity': 'restaurant', 'brand': 'Freshii', 'brand:wikidata': 'Q5503051', 'cuisine': 'salad', 'name': 'Freshii'}"
One North Kitchen,41.8823509,-87.6365945,"North Wacker Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Wacker Drive', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'name': 'One North Kitchen', 'website': 'https://www.onenorthchicago.com/'}"
Meli,41.8754048,-87.6294315,"N/A, N/A","{'amenity': 'restaurant', 'cuisine': 'american;italian', 'name': 'Meli', 'opening_hours': 'Mo-Th 07:00-22:00; Fr-Sa 07:00-00:00; Su 07:00-22:00', 'website': 'https://www.melicafe.com/'}"
Half Sour,41.872428,-87.6304237,"South Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '755', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Clark Street', 'amenity': 'restaurant', 'name': 'Half Sour', 'phone': '+1-312-224-1772', 'website': 'https://halfsourchicago.com/'}"
Kurah Mediterranean,41.864555,-87.623821,"South Michigan Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1355', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South Michigan Avenue', 'amenity': 'restaurant', 'name': 'Kurah Mediterranean'}"
The Franklin Room,41.8945518,-87.635457,"North Franklin Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '675', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Franklin Street', 'amenity': 'restaurant', 'name': 'The Franklin Room', 'phone': '+1-312-445-4686', 'website': 'https://franklinroom.com/'}"
Triple Crown Restaurant,41.8524362,-87.6318723,"South Wentworth Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '2217', 'addr:postcode': '60616', 'addr:state': 'IL', 'addr:street': 'South Wentworth Avenue', 'amenity': 'restaurant', 'cuisine': 'chinese', 'name': 'Triple Crown Restaurant', 'opening_hours': 'Mo-Su 09:00-02:00', 'phone': '+1 (312) 842-0088', 'website': 'http://m.triplecrownchicago.com/'}"
Radio Room,41.889415,-87.6282309,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '400', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'cuisine': 'american;pub', 'name': 'Radio Room'}"
Dough Bros Pizzeria & Sub Shop,41.8895369,-87.6282314,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '400', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'cuisine': 'pizza', 'name': 'Dough Bros Pizzeria & Sub Shop', 'opening_hours': 'Su-We 11:00-00:00; Th 11:00-02:00; Fr-Sa 11:00-04:00', 'phone': '+1-312-600-9078', 'website': 'http://www.doughbrospizza.com/'}"
El Hefe Mexican Restaurant,41.8898872,-87.6286387,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '15', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': 'El Hefe Mexican Restaurant', 'opening_hours': 'Mo-Fr 11:00-02:00; Sa 10:00-03:00; Su 10:00-02:00', 'phone': '+1-312-548-6841', 'website': 'http://elhefechicago.com/'}"
Imperial Lamian,41.8903874,-87.6282336,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '6', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'chinese;asian', 'name': 'Imperial Lamian', 'opening_hours': 'Mo-Fr 11:30-22:00; Sa-Su 10:00-22:00', 'phone': '+1-312-595-9440', 'website': 'https://www.imperial-lamian.com/'}"
Benny's Chop House,41.890673,-87.6270304,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '444', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'steak_house;steak;seafood;fine_dining', 'name': ""Benny's Chop House"", 'opening_hours': 'Mo-Su 11:30-23:30', 'phone': '+1-312-626-2444', 'website': 'https://www.bennyschophouse.com/'}"
Star of Siam,41.890681,-87.6274747,"East Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '11', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Illinois Street', 'addr:unit': '1', 'amenity': 'restaurant', 'cuisine': 'thai;asian', 'name': 'Star of Siam', 'opening_hours': 'Su-Th 11:00-22:00; Fr-Sa 11:00-23:00', 'phone': '+1-312-670-0100', 'website': 'https://www.starofsiamchicago.com/'}"
Eddie V’s Prime Seafood and Steaks,41.8916024,-87.625219,"North Rush Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '521', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Rush Street', 'amenity': 'restaurant', 'cuisine': 'seafood;fine_dining', 'name': 'Eddie V’s Prime Seafood and Steaks', 'opening_hours': 'Su-Th 16:00-22:00; Fr-Sa 16:00-23:00', 'outdoor_seating': 'no', 'phone': '+1-312-595-1114', 'website': 'https://www.eddiev.com/'}"
Fleming's,41.8922743,-87.6271377,"East Ohio Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '25', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Ohio Street', 'amenity': 'restaurant', 'brand': ""Fleming's"", 'brand:wikidata': 'Q5458552', 'cuisine': 'steak_house', 'name': ""Fleming's"", 'official_name': ""Fleming's Prime Steakhouse & Wine Bar"", 'opening_hours': 'Mo-Th 17:00-22:00; Fr-Sa 17:00-23:00; Su 16:00-21:00', 'phone': '+1-312-329-9463', 'website': 'https://www.flemingssteakhouse.com/'}"
Big Bowl,41.8926617,-87.6260433,"East Ohio Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '60', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Ohio Street', 'amenity': 'restaurant', 'cuisine': 'asian', 'name': 'Big Bowl', 'opening_hours': 'Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-21:00', 'phone': '+1-312-951-1888', 'website': 'https://bigbowl.com/'}"
Steak 48,41.8929891,-87.6264886,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '615', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'steak_house;steak', 'name': 'Steak 48', 'phone': '+1 312-266-4848', 'website': 'https://steak48.com/'}"
True Food Kitchen,41.8939282,-87.6286954,"West Erie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '1', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Erie Street', 'amenity': 'restaurant', 'brand': 'True Food Kitchen', 'brand:wikidata': 'Q113488682', 'cuisine': 'american', 'diet:gluten_free': 'yes', 'diet:vegan': 'yes', 'diet:vegetarian': 'yes', 'name': 'True Food Kitchen', 'opening_hours': 'Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-21:00', 'phone': '+1-312-204-6981', 'website': 'https://www.truefoodkitchen.com/chicago'}"
Portsmith,41.8942694,-87.6283372,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '660', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'cuisine': 'seafood;fine_dining', 'name': 'Portsmith', 'opening_hours': 'Mo-Fr 07:00-11:00, 11:30-14:00, 17:00-22:00; Sa-Su 08:00-14:00; Sa 17:00-22:00; Su 16:30-20:30', 'phone': '+1-312-202-6050', 'website': 'https://www.portsmithchicago.com/'}"
Bijan's Bistro,41.8942655,-87.6279262,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '663', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': ""Bijan's Bistro"", 'opening_hours': 'Su-Fr 10:00-03:00; Sa 10:00-04:00', 'phone': '+1-312-202-1904', 'website': 'https://www.chicagobijansbistro.com/'}"
Chicago Raw,41.8947236,-87.6300231,"West Huron Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '51', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Huron Street', 'amenity': 'restaurant', 'cuisine': 'american;organic', 'diet:raw': 'yes', 'diet:vegan': 'yes', 'name': 'Chicago Raw', 'opening_hours': 'Mo-Su 07:00-21:00', 'organic': 'yes', 'outdoor_seating': 'no', 'phone': '+1-312-664-2729', 'website': 'https://www.chicagorawfood.com/'}"
Chicago Chop House,41.893521,-87.6304308,"West Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '60', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Ontario Street', 'amenity': 'restaurant', 'cuisine': 'steak_house;steak', 'name': 'Chicago Chop House', 'opening_hours': 'Su-Fr 16:00-02:00; Sa 16:00-03:00', 'phone': '+1-312-787-7100', 'website': 'https://chicagochophouse.com/'}"
Beatrix,41.8914724,-87.6307259,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '519', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Beatrix', 'opening_hours': 'Mo-Fr 07:00-23:00; Sa-Su 08:00-15:00', 'phone': '+1-312-284-1377', 'website': 'http://beatrixrestaurants.com/', 'wheelchair': 'yes'}"
Mastro's Steakhouse,41.8914844,-87.6298622,"North Dearborn Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '520', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Dearborn Street', 'amenity': 'restaurant', 'cuisine': 'steak_house;steak;seafood;fine_dining', 'name': ""Mastro's Steakhouse"", 'opening_hours': 'Mo-Su 17:00-00:00', 'phone': '+1-312-521-5100', 'website': 'https://www.mastrosrestaurants.com/'}"
